Data incidente,Giorno,Denominazione strada o centro abitato,Localita' dell'incidente,Latitudine,Longitudine,Centro abitato,Tipologia del sinistro,Tipo di strada,Caratteristiche della strada,Stato fondo stradale,Tipo pavimentazione,Condizioni meteo,Condizioni traffico,Danni a cose,Incidente con lesioni,Persone ferite,Pedoni feriti,Persone decedute,Pedoni deceduti,Prognosi riservate,Prognosi fino a 20 gg,Prognosi da 21 a 40 gg,Prognosi oltre 40 gg,N. veicoli coinvolti,Autovettura pr.,Autovettura pb.,Autocarro,Autobus,Motocarro,Motociclo,Ciclomotore,Quadriciclo,Velocipede,Micromobilita' elettrica,Altro,Violazioni,LAT/LONG
26 November 2023,Dom,VIALE MARCONI in corrispondenza del palo luce n.50035,MONZA,45.5594074,9.2682075,si,Tamponamento,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.2682075 45.5594074)
03 November 2023,Ven,LIBERTA' all'intersezione con Via Archimede,MONZA,45.58975,9.3001,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,"Art.141/2 CdS, Art.180/8 CdS, Art.189/5 CdS, Art.213/8 CdS",POINT (9.3001 45.58975)
22 December 2023,Ven,Via Dario Niccodemi in prossimita' del civico n.14,MONZA,45.575032,9.2612338,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.2612338 45.575032)
23 June 2023,Ven,VIA CAVALLOTTI in prossimita' del civico n.144,MONZA,45.5767275,9.2489736,si,Tamponamento,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,"Art.141/2 CdS, Art.189/4 CdS",POINT (9.2489736 45.5767275)
10 January 2023,Mar,Via Enrico Arosio opp. deposito bici,MONZA,45.5774703,9.2724087,si,Investimento di pedone,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,1,,,,,,,,,1.0,,,"Art.7/1 CdS, Art.191/1 CdS",POINT (9.2724087 45.5774703)
02 May 2023,Mar,Via Monte Grappa all'intersezione con Piazza Podgora,MONZA,45.56671936,9.26999839,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,"Art.141/2 CdS, Art.189/5 CdS",POINT (9.26999839 45.56671936)
17 May 2023,Mer,Via della Stradella in prossimita' del civico n.2,MONZA,45.5880998,9.2521922,si,Veicolo in marcia contro animale,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,no,,,,,,,,,1,1.0,,,,,,,,,,,"Art.15/1 CdS, Art.190/1 CdS",POINT (9.2521922 45.5880998)
15 September 2023,Ven,Via San Rocco in prossimita' del civico n.28,MONZA,45.5612996,9.26376,si,Infortunio per caduta da veicolo,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Nuvoloso,Normale,no,si,1.0,,,,,1.0,,,1,,,,,,,,,1.0,,,Art.182/4 CdS,POINT (9.26376 45.5612996)
01 July 2023,Sab,Via Giovanni Paisiello all'intersezione con Via Nazario Sauro,MONZA,45.5845001,9.2744485,si,Infortunio per caduta da veicolo,Strada Urbana,Intersezione stradale segnalata,Asciutto,Con buche,Sereno,Scarso,no,si,1.0,,,,,1.0,,,1,,,,,,,,,,1.0,,,POINT (9.2744485 45.5845001)
18 January 2023,Mer,VIA TURATI all'intersezione con Via Mentana,MONZA,45.578764,9.2750079,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,"Art.7/1 CdS, Art.145/4 CdS",POINT (9.2750079 45.578764)
11 January 2023,Mer,VIA CAVALLOTTI in prossimita' del civico n.27,MONZA,45.5809183,9.2670629,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,1.0,,,,,1.0,,,,,,Art.154/8 CdS,POINT (9.2670629 45.5809183)
15 October 2023,Dom,Via Alberto da Giussano all'intersezione con Via Francesco Ferrucci,MONZA,45.5730482,9.308955,si,Fuoriuscita dalla sede stradale,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Scarso,si,no,,,,,,,,,1,1.0,,,,,,,,,,,"Art.141/3 CdS, Art.189/5 CdS",POINT (9.308955 45.5730482)
19 April 2023,Mer,Via Antonio Cantore in prossimita' del civico n.3,MONZA,45.5885159,9.2843455,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.154/1 CdS,POINT (9.2843455 45.5885159)
13 June 2023,Mar,VIA BUONARROTI all'intersezione semaforizzata con Via Privata Paolo Veronese,MONZA,45.57007896,9.284073625,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,,,,,,,,,1.0,1.0,,Art.154/1 CdS,POINT (9.284073625 45.57007896)
20 January 2023,Ven,Via Francesco Zanzi all'intersezione con Via Villa,MONZA,45.5875194,9.2794733,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.154/1 CdS,POINT (9.2794733 45.5875194)
09 November 2023,Gio,Viale Brianza all'intersezione con Via Giuseppe Rovani,MONZA,45.5980839,9.2702901,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Pioggia in atto,Intenso,no,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,"Art.7/14 CdS, Art.145/2 CdS, Art.146/2 CdS",POINT (9.2702901 45.5980839)
08 January 2023,Dom,LIBERTA' in prossimita' del civico n.130,MONZA,45.59043933,9.30051728,si,Veicolo in marcia contro veicoli in sosta,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,no,,,,,,,,,5,5.0,,,,,,,,,,,"Art.141/2 CdS, Art.186/2 bis CdS",POINT (9.30051728 45.59043933)
16 September 2023,Sab,Via Camillo Prampolini in prossimita' del civico n.22,MONZA,45.5874159,9.2940676,si,Fuoriuscita dalla sede stradale,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,si,no,,,,,,,,,1,1.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.2940676 45.5874159)
20 March 2023,Lun,VIA CAVALLOTTI in prossimita' del civico n.59,MONZA,45.5798213,9.2621137,si,Infortunio per sola frenata improvvisa,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,Art.154/1 CdS,POINT (9.2621137 45.5798213)
08 November 2023,Mer,Via Antonio Cantore in corrispondenza del civico n.8,MONZA,45.5887566,9.2845059,si,Investimento di pedone,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,1,,,,,,,,,1.0,,,Art.143/2 CdS,POINT (9.2845059 45.5887566)
27 November 2023,Lun,Via della Taccona Piazzale supermercato aldi,MONZA,45.58015247,9.24901131,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,2.0,,,,,2.0,,,2,2.0,,,,,,,,,,,Art.154/1 CdS,POINT (9.24901131 45.58015247)
04 June 2023,Dom,VIA ELVEZIA direzione piazzale virgilio altezza rotatoria,MONZA,45.5945288,9.2500498,si,Tamponamento,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.2500498 45.5945288)
02 August 2023,Mer,Via Carlo Rota all'intersezione semaforizzata con Via Giuseppe Ferrari,MONZA,45.5812294,9.2897272,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.146/3 CdS,POINT (9.2897272 45.5812294)
12 February 2023,Dom,SP 6 VAR prossimita' rotatoria birona/zanella,MONZA,45.59984318,9.250226537,no,Veicolo in marcia contro ostacolo fisso,Provinciale,Curva senza visuale libera,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,1,1.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.250226537 45.59984318)
22 September 2023,Ven,V.LE LOMBARDIA all'intersezione semaforizzata con Via della Taccona,MONZA,45.5772008,9.2483493,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Bagnato (pioggia),Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,1.0,,,,,Art.154/1 CdS,POINT (9.2483493 45.5772008)
03 October 2023,Mar,VIA RAMAZZOTTI in prossimita' del civico n.opp 20,MONZA,45.6017385,9.2659036,si,Veicolo in marcia contro veicolo arresto,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,1.0,,,,,1.0,,,,,,,POINT (9.2659036 45.6017385)
20 December 2023,Mer,VIA BUONARROTI in prossimita' del civico n.153,MONZA,45.56562768,9.28550704,si,Tamponamento Multiplo,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,7,7.0,,,,,,,,,,,,POINT (9.28550704 45.56562768)
31 October 2023,Mar,Via Lecco del civico n.altezza casa cantoniera,MONZA,45.59622629,9.29424365,si,Tamponamento Multiplo,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Nuvoloso,Normale,no,no,,,,,,,,,3,3.0,,,,,,,,,,,"Art.141/2 CdS, Art.189/3 CdS, Art.189/3 CdS",POINT (9.29424365 45.59622629)
16 November 2023,Gio,Via Michelangelo Buonarroti all'intersezione con Via Silvio Pellico,MONZA,45.5719964,9.2836027,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Intenso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,Art.145/2 CdS,POINT (9.2836027 45.5719964)
05 December 2023,Mar,VIA FERMI all'intersezione con VIA BUONARROTI,MONZA,45.563911,9.2777508,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,Art.145/4 CdS,POINT (9.2777508 45.563911)
17 February 2023,Ven,Viale Ugo Foscolo all'intersezione con VIA BUONARROTI,MONZA,45.57778442,9.282871665,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,POINT (9.282871665 45.57778442)
26 May 2023,Ven,VIA GIACOSA all'intersezione con VIA BORSA,MONZA,45.5783156,9.2947208,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,Art.154/1 CdS,POINT (9.2947208 45.5783156)
31 May 2023,Mer,"Via Azzone Visconti alt. parcheggio "" la Rinascente""",MONZA,45.57991,9.27543,si,Tamponamento Multiplo,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,3.0,,,,,3.0,,,3,1.0,,2.0,,,,,,,,,Art.141/2 CdS,POINT (9.27543 45.57991)
24 March 2023,Ven,Via Mose' Bianchi in prossimita' del civico n.12f,MONZA,45.58770212,9.272265782,si,Veicolo in marcia contro veicoli in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,POINT (9.272265782 45.58770212)
07 September 2023,Gio,Via Boccaccio Giovanni all'intersezione semaforizzata con VIA REGINA MARGHERITA,MONZA,45.59122606,9.272603796,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,POINT (9.272603796 45.59122606)
12 July 2023,Mer,Via Aliprandi Pinalla all'intersezione con Via Luigi Villa,MONZA,45.58613,9.28011,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.145/5 CdS,POINT (9.28011 45.58613)
03 March 2023,Ven,Via Vittorio Emanuele II in prossimita' del civico n.13,MONZA,45.58394349,9.27845119,si,Investimento di pedone,Strada Urbana,Rettilineo,Asciutto,In cubetti di porfido,Sereno,Normale,no,si,1.0,1.0,,,,1.0,,,1,,,1.0,,,,,,,,,Art.190/2 CdS,POINT (9.27845119 45.58394349)
11 December 2023,Lun,VIALE STUCCHI palaiper,MONZA,45.5810349,9.3092897,si,Investimento di pedone,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,1.0,,,,1.0,,,1,1.0,,,,,,,,,,,,POINT (9.3092897 45.5810349)
13 September 2023,Mer,Via Monte Cervino all'intersezione con Via Monte Bianco,MONZA,45.5808971,9.2552567,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.145/4 CdS,POINT (9.2552567 45.5808971)
11 October 2023,Mer,Viale Enrico Fermi uscita san rocco,MONZA,45.563911,9.2777508,no,Scontro frontale/laterale DX fra veicoli in marcia,Comunale extraurbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Intenso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,POINT (9.2777508 45.563911)
28 December 2023,Gio,Via Marsala in prossimita' del civico n.6,MONZA,45.5771405,9.2701225,si,Veicolo in marcia contro veicolo fermo,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.2701225 45.5771405)
21 March 2023,Mar,VIA MELACCA all'intersezione con Via della Novella,MONZA,45.56953662,9.22746158,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Scarso,no,si,2.0,,,,,2.0,,,2,2.0,,,,,,,,,,,"Art.94 bis/2 CdS, Art.94 bis/3 CdS, Art.145/4 CdS, Art.214/8 CdS",POINT (9.22746158 45.56953662)
10 January 2023,Mar,Via San Rocco all'intersezione con Via Severino Boezio,MONZA,45.55955,9.26308,si,Investimento di pedone,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,1.0,,,,1.0,,,1,1.0,,,,,,,,,,,Art.191/1 CdS,POINT (9.26308 45.55955)
26 June 2023,Lun,Via Enrico da Monza all'intersezione con Via Giovanni Raiberti,MONZA,45.58607,9.28487,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,"Art.141/2 CdS, Art.189/4 CdS",POINT (9.28487 45.58607)
19 January 2023,Gio,VIA BORGAZZI all'intersezione con VIA CASATI,MONZA,45.57512478,9.26967378,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,si,1.0,,,,,1.0,,,2,,,,,,2.0,,,,,,Art.145/4 CdS,POINT (9.26967378 45.57512478)
04 February 2023,Sab,Via Aquileia in prossimita' del civico n.20,MONZA,45.5635886,9.2615268,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,"Art.135/8 CdS, Art.154/1 CdS",POINT (9.2615268 45.5635886)
28 September 2023,Gio,VIA BOITO in prossimita' del civico n.41,MONZA,45.5954039,9.2584571,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.40/7 CdS,POINT (9.2584571 45.5954039)
30 April 2023,Dom,Viale Cesare Battisti all'intersezione semaforizzata con VIA BOITO,MONZA,45.5919688,9.2630445,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Nuvoloso,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.146/3 CdS,POINT (9.2630445 45.5919688)
22 November 2023,Mer,Via della Taccona all'intersezione con Via Padre Annibale Maria di Francia,MONZA,45.5780561,9.2402111,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,3,2.0,,,,,1.0,,,,,,Art.145/2 CdS,POINT (9.2402111 45.5780561)
23 June 2023,Ven,VIA ADDA in prossimita' del civico n.32,MONZA,45.56818,9.30984,si,Tamponamento,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,2.0,,,,,2.0,,,2,2.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.30984 45.56818)
18 May 2023,Gio,Via Marsala in corrispondenza del civico n.13,MONZA,45.57658,9.26696,si,Veicolo in marcia contro ostacolo fisso,Strada Urbana,Pianeggiante,Asciutto,Asfaltata,Sereno,Normale,si,no,,,,,,,,,1,,,1.0,,,,,,,,,"Art.7/1 CdS, Art.15/2 CdS, Art.135/8 CdS, Art.141/2 CdS",POINT (9.26696 45.57658)
28 February 2023,Mar,Via Luciano Manara all'intersezione semaforizzata con Via Eugenio Villoresi,MONZA,45.5873383,9.2678531,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,Art.41/9 CdS,POINT (9.2678531 45.5873383)
08 April 2023,Sab,Via Marsala in prossimita' del civico n.46,MONZA,45.57525816,9.259879943,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.7/1 CdS,POINT (9.259879943 45.57525816)
02 May 2023,Mar,V.LE CESARE BATTISTI in prossimita' del civico n.30,MONZA,45.56671936,9.26999839,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,Art.157/7 CdS,POINT (9.26999839 45.56671936)
05 July 2023,Mer,VIA ROMAGNA in prossimita' del civico n.55,MONZA,45.5729302,9.251964,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Pianeggiante,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,,,,,,1.0,,,1.0,,,"Art.141/2 CdS, Art.182/4 CdS",POINT (9.251964 45.5729302)
15 May 2023,Lun,VIA MARCONI in prossimita' del civico n.86,MONZA,45.55630708,9.261368882,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,1.0,,,,,,,,,,1.0,"Art.143/1 CdS, Art.189/3 CdS, Art.189/3 CdS",POINT (9.261368882 45.55630708)
31 January 2023,Mar,VIA TURATI Ponte direz. Mentana,MONZA,45.578764,9.2750079,si,Scontro frontale fra veicoli in marcia,Strada Urbana,Curva a visuale libera,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,1.0,,,1.0,,,,,,,,"Art.40/8 CdS, Art.80/14 CdS, Art.141/2 CdS",POINT (9.2750079 45.578764)
21 April 2023,Ven,VIA MARCONI inizio tratto discendente cavalcavia direzione Sesto s.g.,MONZA,45.56009255,9.268946272,si,Fuoriuscita dalla sede stradale,Strada Urbana,Cavalcavia,Viscido da liquidi oleosi,Asfaltata,Pioggia in atto,Intenso,no,no,,,,,,,,,1,,,,,,1.0,,,,,,,POINT (9.268946272 45.56009255)
13 January 2023,Ven,Via Monti e Tognetti all'intersezione con Via Luciano Manara,MONZA,45.58816537,9.266116026,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,Art.143/1 CdS,POINT (9.266116026 45.58816537)
03 April 2023,Lun,VIA BORGAZZI all'intersezione con Piazzetta Filicaia,MONZA,45.56615652,9.262653201,si,Infortunio per sola frenata improvvisa,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,2.0,,,,,2.0,,,2,,,,,,1.0,,1.0,,,,Art.154/1 CdS,POINT (9.262653201 45.56615652)
17 July 2023,Lun,VIA SICILIA all'intersezione semaforizzata con Via Privata Pompei,MONZA,45.58039,9.31687,no,Scontro frontale fra veicoli in marcia,Provinciale,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Intenso,no,si,3.0,,,,,3.0,,,4,3.0,,1.0,,,,,,,,,Art.141/3 CdS,POINT (9.31687 45.58039)
27 July 2023,Gio,VIALE STUCCHI all'intersezione con Viale Sicilia,MONZA,45.58046694,9.30944101,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Intersezione non regolata/non segnalata,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,Art.154/1 CdS,POINT (9.30944101 45.58046694)
07 March 2023,Mar,Via Baradello in corrispondenza del civico n.12,MONZA,45.58035,9.23956,si,Veicolo in marcia contro animale,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,1,,,,,,,,,,,1.0,,POINT (9.23956 45.58035)
28 November 2023,Mar,VIA BORSA all'intersezione con Via Eleonora Duse,MONZA,45.57954685,9.292038258,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,Art.145/5 CdS,POINT (9.292038258 45.57954685)
17 March 2023,Ven,Via Boccaccio Giovanni all'intersezione semaforizzata con Viale Regina Margherita,MONZA,45.59119384,9.273078148,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,3,3.0,,,,,,,,,,,,POINT (9.273078148 45.59119384)
24 September 2023,Dom,VIA SALVADORI In uscita dalla rotatoria Stucchi-Salvadori(S.Dam),MONZA,45.57271,9.29924,si,Veicolo in marcia contro ostacolo fisso,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,si,no,,,,,,,,,1,1.0,,,,,,,,,,,"Art.141/2 CdS, Art.189/5 CdS",POINT (9.29924 45.57271)
04 July 2023,Mar,VIA BOITO in prossimita' del civico n.49,MONZA,45.5953576,9.2580788,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Nuvoloso,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,POINT (9.2580788 45.5953576)
17 May 2023,Mer,Via Marsala all'intersezione semaforizzata con Viale Umberto I,MONZA,45.57609,9.26409,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Nuvoloso,Normale,si,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.146/3 CdS,POINT (9.26409 45.57609)
07 June 2023,Mer,Via Nino Bixio all'intersezione con V.LE LIBERTÃ€,MONZA,45.5869028,9.2859696,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Normale,no,si,2.0,,,,,2.0,,,2,2.0,,,,,,,,,,,"Art.145/5 CdS, Art.172/6 CdS",POINT (9.2859696 45.5869028)
05 October 2023,Gio,Viale Lombardia all'intersezione semaforizzata con Via Carlo Meda,MONZA,45.5845001,9.2744485,si,Scontro frontale fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,2.0,,,,,2.0,,,2,1.0,,,,,1.0,,,,,,Art.143/11 CdS,POINT (9.2744485 45.5845001)
01 April 2023,Sab,VIA BORGAZZI all'intersezione semaforizzata con Viale Campania,MONZA,45.5674384,9.2626532,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,,POINT (9.2626532 45.5674384)
13 October 2023,Ven,CESARE BATTISTI all'intersezione semaforizzata con VIA REGINA MARGHERITA,MONZA,45.5919688,9.2630445,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,"Art.146/3 CdS, Art.154/1 CdS, Art.154/1 CdS",POINT (9.2630445 45.5919688)
18 April 2023,Mar,PARCHEGGIO OSPEDALE S. GERARDO area privata,MONZA,45.60068,9.26038,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,,POINT (9.26038 45.60068)
22 July 2023,Sab,Via San Gerardo in prossimita' del civico n.1,MONZA,45.5858342,9.2815646,si,Fuoriuscita dalla sede stradale,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Sereno,Scarso,si,no,,,,,,,,,1,1.0,,,,,,,,,,,"Art.141/1 CdS, Art.141/2 CdS, Art.189/5 CdS",POINT (9.2815646 45.5858342)
19 December 2023,Mar,Via Carlo Emilio Gadda all'intersezione con LIBERTA',MONZA,45.5899605,9.3079535,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,3,1.0,,,,,,,,2.0,,,Art.145/4 CdS,POINT (9.3079535 45.5899605)
09 February 2023,Gio,Via Lodovico Pavoni in prossimita' del civico n.1,MONZA,45.5809202,9.270456,si,Veicolo in marcia contro veicoli in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,2.0,,,,,2.0,,,10,10.0,,,,,,,,,,,,POINT (9.270456 45.5809202)
12 April 2023,Mer,VIA CAVALLOTTI all'intersezione con VIA GRAMSCI,MONZA,,,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Nuvoloso,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,
